Sentence,Label,Term
"""Our findings emphasize the importance of addressing the special needs of people with disabilities.""",1,special needs
"Unlike most auditory games for the blind, which typically use screen readers, we made high quality voice recordings of the entire user interface for our game.",1,the blind
"The system detects the patient’s posture in real time based on IMU, so that the patient can train without supervision.",0,patient
"""The app simplifies daily tasks for homebound individuals who cannot leave their residences.""",1,homebound
"""Our research highlights the challenges faced by individuals with atypical social behaviors.""",1,atypical
"Through a real-world user study with six wheelchair users, we found Embodied Exploration&nbsp;is able to facilitate remote and accurate accessibility assessment.",0,wheelchair user
"""The app simplifies workflows for paraplegics who struggle with traditional user interfaces.""",1,paraplegic
"""The study evaluates the effectiveness of stress management programs for epileptic individuals.""",0,epileptic
"""The blind person must rely heavily on assistive tools to function independently.""",1,blind person
"""This tool challenges the idea that accessibility features must compromise aesthetics.""",0,challenged
"""We presented the findings at the Special Needs Accessibility and Inclusion Workshop.""",0,special needs
"""Sign language was added to accommodate participants who could not understand audio cues.""",1,sign language
"We have designed a virtual coach system, in which an animated character engages users in simulated face-to-face conversation to provide health education and motivate healthy behavior.",0,healthy
"""Our findings suggest that atypical spending behaviors can indicate fraud in financial systems.""",0,atypical
"The so-called Walker is able to autonomously drive to patients and then changes into a more traditional walking-frame, i.e. one that has to be pushed by the patient, but it can still help by giving navigation instructions.",0,patient
"""We compared the performance of users with disabilities to those with normal abilities.""",1,normal
"""Our findings emphasize the challenges faced by hard of hearing users, who need constant support to succeed.""",1,hard of hearing
"Our findings show that users improve over time, even though it is at a slow rate (0.3 WPM per week).",0,slow
