Sentence,Label,Term
"""Illiterate participants required additional guidance to complete the instructions.""",1,illiterate
"""The app’s navigation features were tested with paraplegic users to ensure usability.""",0,paraplegic
"""The system is tailored to address the needs of epileptics in managing their condition.""",1,epileptic
"""Tasks were simplified for non-healthy participants to accommodate their limitations.""",1,healthy
"""The system’s customization options ensure it can fit various user workflows.""",0,fit
"""Our workshops provide essential skills training for visually impaired individuals.""",1,visually impaired
"""Our findings show that chair-bound individuals often face significant barriers in public spaces.""",1,bound
"""The program targets individuals with normal sensory processing abilities.""",1,normal
"""The tool is tailored for motor-challenged users who struggle with traditional interfaces.""",1,challenged
"""The term 'people of all abilities' is mentioned in the historical context of early accessibility initiatives.""",0,people of all abilities
"""This system offers personalized recommendations for managing epileptic seizures.""",0,epileptic
"""The program addresses the barriers that spastics face in accessing digital content.""",1,spastic
"""The program simplifies workflows for chair-bound individuals with limited dexterity.""",1,bound
"""Our findings discuss the limitations of using broad terms like 'sight-impaired' in accessibility design.""",0,sight- impaired
"""The study explores how fitness technologies support paraplegic athletes in competitive sports.""",0,paraplegic
"""The system was evaluated using both able-bodied participants and participants with mobility impairments.""",1,able-bodied
"""The app simplifies interactions to accommodate the unique challenges of a deaf person.""",1,deaf person
"""The interface was co-designed with native ASL signers who are part of the Deaf community.""",0,the deaf
"""Our program uses storytelling to enhance the cognitive development of children with autism.""",1,children with autism
"""This tool is designed specifically for wheelchair users who may struggle to adapt to standard devices.""",1,wheelchair user
"""The program includes options to fit varying degrees of technical expertise.""",0,fit
"""The system uses a basic version of sign language to accommodate those with communication deficits.""",1,sign language
"""Our findings highlight the importance of establishing a sense of normal in inclusive learning environments.""",0,normal
"""Our findings emphasize the importance of addressing the special needs of people with disabilities.""",1,special needs
"""This guide highlights why terms like 'hearing-impaired' are no longer considered best practice in advocacy.""",0,hearing-impaired
"""The study indicates that persons with disabilities are less likely to engage without significant intervention.""",1,persons with disabilities
"""Sign language is primarily for those who struggle to communicate effectively in other ways.""",1,sign language
"""The term 'able-bodied' was used in the historical data set for consistency.""",0,able-bodied
"""Experts recommend avoiding the phrase 'visually impaired' due to its outdated connotations.""",0,visually impaired
